failure_code,failure_id,failure_name,category,finding_classification,controllability,cpcs_surface,required_change_or_effect
C02,failure://identity and role/actor_fusion_during_interaction/c02,Actor fusion during interaction,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
C02,failure://identity and role/actor_fusion_during_interaction/c02,Actor fusion during interaction,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,profile_routing,Route to the Identity and role risk profile and provider capability filter.
C02,failure://identity and role/actor_fusion_during_interaction/c02,Actor fusion during interaction,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,canonical_score,"[""entities"",""interactions"",""motion"",""continuity.state_ledger"",""constraints.continuity_locks""]"
C02,failure://identity and role/actor_fusion_during_interaction/c02,Actor fusion during interaction,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
C02,failure://identity and role/actor_fusion_during_interaction/c02,Actor fusion during interaction,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
C02,failure://identity and role/actor_fusion_during_interaction/c02,Actor fusion during interaction,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
C02,failure://identity and role/actor_fusion_during_interaction/c02,Actor fusion during interaction,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
C02,failure://identity and role/actor_fusion_during_interaction/c02,Actor fusion during interaction,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
C02,failure://identity and role/actor_fusion_during_interaction/c02,Actor fusion during interaction,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
C02,failure://identity and role/actor_fusion_during_interaction/c02,Actor fusion during interaction,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
C02,failure://identity and role/actor_fusion_during_interaction/c02,Actor fusion during interaction,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
C02,failure://identity and role/actor_fusion_during_interaction/c02,Actor fusion during interaction,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,verification_plan,"[""metric_actor_count_consistency"",""metric_identity_continuity"",""metric_penetration_duration"",""metric_contact_distance""]"
C02,failure://identity and role/actor_fusion_during_interaction/c02,Actor fusion during interaction,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
C02,failure://identity and role/actor_fusion_during_interaction/c02,Actor fusion during interaction,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,experiment_registry,Register matched ablations for C02 with raw artifacts and immutable manifests.
C03,failure://identity and role/actor_duplication_outside_occlusion/c03,Actor duplication outside occlusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
C03,failure://identity and role/actor_duplication_outside_occlusion/c03,Actor duplication outside occlusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,profile_routing,Route to the Identity and role risk profile and provider capability filter.
C03,failure://identity and role/actor_duplication_outside_occlusion/c03,Actor duplication outside occlusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,canonical_score,"[""entities"",""editing"",""style"",""continuity.state_ledger"",""constraints.continuity_locks""]"
C03,failure://identity and role/actor_duplication_outside_occlusion/c03,Actor duplication outside occlusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
C03,failure://identity and role/actor_duplication_outside_occlusion/c03,Actor duplication outside occlusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
C03,failure://identity and role/actor_duplication_outside_occlusion/c03,Actor duplication outside occlusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
C03,failure://identity and role/actor_duplication_outside_occlusion/c03,Actor duplication outside occlusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
C03,failure://identity and role/actor_duplication_outside_occlusion/c03,Actor duplication outside occlusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
C03,failure://identity and role/actor_duplication_outside_occlusion/c03,Actor duplication outside occlusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
C03,failure://identity and role/actor_duplication_outside_occlusion/c03,Actor duplication outside occlusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
C03,failure://identity and role/actor_duplication_outside_occlusion/c03,Actor duplication outside occlusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
C03,failure://identity and role/actor_duplication_outside_occlusion/c03,Actor duplication outside occlusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,verification_plan,"[""metric_actor_count_consistency"",""metric_edit_graphic_classification"",""metric_anatomy_recovery_latency""]"
C03,failure://identity and role/actor_duplication_outside_occlusion/c03,Actor duplication outside occlusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
C03,failure://identity and role/actor_duplication_outside_occlusion/c03,Actor duplication outside occlusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,experiment_registry,Register matched ablations for C03 with raw artifacts and immutable manifests.
C04,failure://identity and role/initiator_target_or_attacker_defender_role_swap/c04,Initiator/target or attacker/defender role swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
C04,failure://identity and role/initiator_target_or_attacker_defender_role_swap/c04,Initiator/target or attacker/defender role swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,profile_routing,Route to the Identity and role risk profile and provider capability filter.
C04,failure://identity and role/initiator_target_or_attacker_defender_role_swap/c04,Initiator/target or attacker/defender role swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,canonical_score,"[""entities"",""actions"",""interactions"",""beats"",""constraints.continuity_locks""]"
C04,failure://identity and role/initiator_target_or_attacker_defender_role_swap/c04,Initiator/target or attacker/defender role swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
C04,failure://identity and role/initiator_target_or_attacker_defender_role_swap/c04,Initiator/target or attacker/defender role swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
C04,failure://identity and role/initiator_target_or_attacker_defender_role_swap/c04,Initiator/target or attacker/defender role swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
C04,failure://identity and role/initiator_target_or_attacker_defender_role_swap/c04,Initiator/target or attacker/defender role swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
C04,failure://identity and role/initiator_target_or_attacker_defender_role_swap/c04,Initiator/target or attacker/defender role swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
C04,failure://identity and role/initiator_target_or_attacker_defender_role_swap/c04,Initiator/target or attacker/defender role swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
C04,failure://identity and role/initiator_target_or_attacker_defender_role_swap/c04,Initiator/target or attacker/defender role swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
C04,failure://identity and role/initiator_target_or_attacker_defender_role_swap/c04,Initiator/target or attacker/defender role swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
C04,failure://identity and role/initiator_target_or_attacker_defender_role_swap/c04,Initiator/target or attacker/defender role swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,verification_plan,"[""metric_role_assignment_accuracy"",""metric_event_graph_agreement"",""metric_causal_edge_accuracy"",""metric_identity_continuity""]"
C04,failure://identity and role/initiator_target_or_attacker_defender_role_swap/c04,Initiator/target or attacker/defender role swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
C04,failure://identity and role/initiator_target_or_attacker_defender_role_swap/c04,Initiator/target or attacker/defender role swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,experiment_registry,Register matched ablations for C04 with raw artifacts and immutable manifests.
C05,failure://identity and role/target_assignment_confusion/c05,Target assignment confusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
C05,failure://identity and role/target_assignment_confusion/c05,Target assignment confusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,profile_routing,Route to the Identity and role risk profile and provider capability filter.
C05,failure://identity and role/target_assignment_confusion/c05,Target assignment confusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,canonical_score,"[""entities"",""actions"",""interactions"",""camera"",""audio""]"
C05,failure://identity and role/target_assignment_confusion/c05,Target assignment confusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
C05,failure://identity and role/target_assignment_confusion/c05,Target assignment confusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
C05,failure://identity and role/target_assignment_confusion/c05,Target assignment confusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
C05,failure://identity and role/target_assignment_confusion/c05,Target assignment confusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
C05,failure://identity and role/target_assignment_confusion/c05,Target assignment confusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
C05,failure://identity and role/target_assignment_confusion/c05,Target assignment confusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
C05,failure://identity and role/target_assignment_confusion/c05,Target assignment confusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
C05,failure://identity and role/target_assignment_confusion/c05,Target assignment confusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
C05,failure://identity and role/target_assignment_confusion/c05,Target assignment confusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,verification_plan,"[""metric_role_assignment_accuracy"",""metric_spatial_relation_accuracy"",""metric_effect_origin_error"",""metric_event_graph_agreement""]"
C05,failure://identity and role/target_assignment_confusion/c05,Target assignment confusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
C05,failure://identity and role/target_assignment_confusion/c05,Target assignment confusion,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,experiment_registry,Register matched ablations for C05 with raw artifacts and immutable manifests.
C06,failure://identity and role/screen_side_actor_swap/c06,Screen-side actor swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
C06,failure://identity and role/screen_side_actor_swap/c06,Screen-side actor swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,profile_routing,Route to the Identity and role risk profile and provider capability filter.
C06,failure://identity and role/screen_side_actor_swap/c06,Screen-side actor swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,canonical_score,"[""entities"",""shots"",""camera"",""continuity.state_ledger"",""constraints.continuity_locks""]"
C06,failure://identity and role/screen_side_actor_swap/c06,Screen-side actor swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
C06,failure://identity and role/screen_side_actor_swap/c06,Screen-side actor swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
C06,failure://identity and role/screen_side_actor_swap/c06,Screen-side actor swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
C06,failure://identity and role/screen_side_actor_swap/c06,Screen-side actor swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
C06,failure://identity and role/screen_side_actor_swap/c06,Screen-side actor swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
C06,failure://identity and role/screen_side_actor_swap/c06,Screen-side actor swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
C06,failure://identity and role/screen_side_actor_swap/c06,Screen-side actor swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
C06,failure://identity and role/screen_side_actor_swap/c06,Screen-side actor swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
C06,failure://identity and role/screen_side_actor_swap/c06,Screen-side actor swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,verification_plan,"[""metric_identity_continuity"",""metric_screen_direction_consistency"",""metric_spatial_relation_accuracy"",""metric_axis_crossing_count""]"
C06,failure://identity and role/screen_side_actor_swap/c06,Screen-side actor swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
C06,failure://identity and role/screen_side_actor_swap/c06,Screen-side actor swap,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,experiment_registry,Register matched ablations for C06 with raw artifacts and immutable manifests.
C07,failure://identity and role/voice_or_mannerism_identity_drift/c07,Voice or mannerism identity drift,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
C07,failure://identity and role/voice_or_mannerism_identity_drift/c07,Voice or mannerism identity drift,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,profile_routing,Route to the Identity and role risk profile and provider capability filter.
C07,failure://identity and role/voice_or_mannerism_identity_drift/c07,Voice or mannerism identity drift,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,canonical_score,"[""entities"",""audio"",""performance"",""continuity.state_ledger"",""assets""]"
C07,failure://identity and role/voice_or_mannerism_identity_drift/c07,Voice or mannerism identity drift,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
C07,failure://identity and role/voice_or_mannerism_identity_drift/c07,Voice or mannerism identity drift,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
C07,failure://identity and role/voice_or_mannerism_identity_drift/c07,Voice or mannerism identity drift,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
C07,failure://identity and role/voice_or_mannerism_identity_drift/c07,Voice or mannerism identity drift,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
C07,failure://identity and role/voice_or_mannerism_identity_drift/c07,Voice or mannerism identity drift,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
C07,failure://identity and role/voice_or_mannerism_identity_drift/c07,Voice or mannerism identity drift,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
C07,failure://identity and role/voice_or_mannerism_identity_drift/c07,Voice or mannerism identity drift,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
C07,failure://identity and role/voice_or_mannerism_identity_drift/c07,Voice or mannerism identity drift,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
C07,failure://identity and role/voice_or_mannerism_identity_drift/c07,Voice or mannerism identity drift,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,verification_plan,"[""metric_role_assignment_accuracy"",""metric_lip_sync_offset"",""metric_audio_event_alignment"",""metric_identity_continuity""]"
C07,failure://identity and role/voice_or_mannerism_identity_drift/c07,Voice or mannerism identity drift,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
C07,failure://identity and role/voice_or_mannerism_identity_drift/c07,Voice or mannerism identity drift,Identity and role,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,experiment_registry,Register matched ablations for C07 with raw artifacts and immutable manifests.
D01,failure://spatial and screen geography/screen_world_actor_direction_confusion/d01,Screen/world/actor direction confusion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
D01,failure://spatial and screen geography/screen_world_actor_direction_confusion/d01,Screen/world/actor direction confusion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,profile_routing,Route to the Spatial and screen geography risk profile and provider capability filter.
D01,failure://spatial and screen geography/screen_world_actor_direction_confusion/d01,Screen/world/actor direction confusion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,canonical_score,"[""shots"",""camera"",""actions"",""motion"",""constraints.continuity_locks""]"
D01,failure://spatial and screen geography/screen_world_actor_direction_confusion/d01,Screen/world/actor direction confusion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
D01,failure://spatial and screen geography/screen_world_actor_direction_confusion/d01,Screen/world/actor direction confusion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
D01,failure://spatial and screen geography/screen_world_actor_direction_confusion/d01,Screen/world/actor direction confusion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
D01,failure://spatial and screen geography/screen_world_actor_direction_confusion/d01,Screen/world/actor direction confusion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
D01,failure://spatial and screen geography/screen_world_actor_direction_confusion/d01,Screen/world/actor direction confusion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
D01,failure://spatial and screen geography/screen_world_actor_direction_confusion/d01,Screen/world/actor direction confusion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
D01,failure://spatial and screen geography/screen_world_actor_direction_confusion/d01,Screen/world/actor direction confusion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
D01,failure://spatial and screen geography/screen_world_actor_direction_confusion/d01,Screen/world/actor direction confusion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
D01,failure://spatial and screen geography/screen_world_actor_direction_confusion/d01,Screen/world/actor direction confusion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,verification_plan,"[""metric_screen_direction_consistency"",""metric_spatial_relation_accuracy"",""metric_camera_motion_agreement""]"
D01,failure://spatial and screen geography/screen_world_actor_direction_confusion/d01,Screen/world/actor direction confusion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
D01,failure://spatial and screen geography/screen_world_actor_direction_confusion/d01,Screen/world/actor direction confusion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",preventable_by_prompting,experiment_registry,Register matched ablations for D01 with raw artifacts and immutable manifests.
D02,failure://spatial and screen geography/depth_order_inversion/d02,Depth-order inversion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
D02,failure://spatial and screen geography/depth_order_inversion/d02,Depth-order inversion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,profile_routing,Route to the Spatial and screen geography risk profile and provider capability filter.
D02,failure://spatial and screen geography/depth_order_inversion/d02,Depth-order inversion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,canonical_score,"[""scenes"",""shots"",""camera"",""interactions"",""continuity.state_ledger""]"
D02,failure://spatial and screen geography/depth_order_inversion/d02,Depth-order inversion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
D02,failure://spatial and screen geography/depth_order_inversion/d02,Depth-order inversion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
D02,failure://spatial and screen geography/depth_order_inversion/d02,Depth-order inversion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
D02,failure://spatial and screen geography/depth_order_inversion/d02,Depth-order inversion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
