failure_code,failure_id,category,failure_name,severity,controllability,mitigation_order,mitigation_level,mitigation_level_name,method,expected_benefit,token_or_character_cost,generation_cost_impact,risk_of_new_failure,provider_dependency,evidence_strength,verification_method,verification_metric_ids,rollback,limitations,source_refs,research_status
C06,failure://identity and role/screen_side_actor_swap/c06,Identity and role,Screen-side actor swap,high,requires_visual_or_control_conditioning,1,L2,canonical event/state contract,Define identity independently from screen side; encode lane transitions and camera transforms as explicit state transitions.,Prevents screen projection from becoming the identity key.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_identity_continuity, metric_screen_direction_consistency, metric_spatial_relation_accuracy, metric_axis_crossing_count on paired seeds and retain per-seed outcomes.","[""metric_identity_continuity"",""metric_screen_direction_consistency"",""metric_spatial_relation_accuracy"",""metric_axis_crossing_count""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B002"",""B015"",""B017"",""B019""]",literature-and-repository-grounded; live provider qualification pending
C06,failure://identity and role/screen_side_actor_swap/c06,Identity and role,Screen-side actor swap,high,requires_visual_or_control_conditioning,2,L3,reference image or storyboard,Use distinct wardrobe/reference signatures and shot-boundary panels labeled by entity ID and world position.,Anchors identities when screen lanes change.,low prompt cost; medium asset preparation cost,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_identity_continuity, metric_screen_direction_consistency, metric_spatial_relation_accuracy, metric_axis_crossing_count on paired seeds and retain per-seed outcomes.","[""metric_identity_continuity"",""metric_screen_direction_consistency"",""metric_spatial_relation_accuracy"",""metric_axis_crossing_count""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B002"",""B015"",""B017"",""B019""]",literature-and-repository-grounded; live provider qualification pending
C06,failure://identity and role/screen_side_actor_swap/c06,Identity and role,Screen-side actor swap,high,requires_visual_or_control_conditioning,3,L5,shot decomposition,Keep the axis and screen lanes stable for role-critical choreography; move the camera or actors in separate shots.,Avoids simultaneous identity and coordinate-frame rebinding.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_identity_continuity, metric_screen_direction_consistency, metric_spatial_relation_accuracy, metric_axis_crossing_count on paired seeds and retain per-seed outcomes.","[""metric_identity_continuity"",""metric_screen_direction_consistency"",""metric_spatial_relation_accuracy"",""metric_axis_crossing_count""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B002"",""B015"",""B017"",""B019""]",literature-and-repository-grounded; live provider qualification pending
C07,failure://identity and role/voice_or_mannerism_identity_drift/c07,Identity and role,Voice or mannerism identity drift,high,requires_visual_or_control_conditioning,1,L2,canonical event/state contract,"Bind each utterance and performance signature to a stable speaker ID; store voice reference/hash, prosody constraints, and gesture/gaze motifs separately.",Prevents voice and behavior from being inferred from transient screen position.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_role_assignment_accuracy, metric_lip_sync_offset, metric_audio_event_alignment, metric_identity_continuity on paired seeds and retain per-seed outcomes.","[""metric_role_assignment_accuracy"",""metric_lip_sync_offset"",""metric_audio_event_alignment"",""metric_identity_continuity""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B015"",""B022"",""B023"",""B024""]",literature-and-repository-grounded; live provider qualification pending
C07,failure://identity and role/voice_or_mannerism_identity_drift/c07,Identity and role,Voice or mannerism identity drift,high,requires_visual_or_control_conditioning,2,L3,reference image or storyboard,Use approved voice/reference assets and shot-level speaker keyframes; generate dialogue and complex action separately when necessary.,Provides multimodal identity anchors.,low prompt cost; medium asset preparation cost,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_role_assignment_accuracy, metric_lip_sync_offset, metric_audio_event_alignment, metric_identity_continuity on paired seeds and retain per-seed outcomes.","[""metric_role_assignment_accuracy"",""metric_lip_sync_offset"",""metric_audio_event_alignment"",""metric_identity_continuity""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B015"",""B022"",""B023"",""B024""]",literature-and-repository-grounded; live provider qualification pending
C07,failure://identity and role/voice_or_mannerism_identity_drift/c07,Identity and role,Voice or mannerism identity drift,high,requires_visual_or_control_conditioning,3,L6,postproduction/compositing,Replace or align dialogue in postproduction and preserve accepted visual performance.,Makes voice identity and timing deterministic when joint generation drifts.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_role_assignment_accuracy, metric_lip_sync_offset, metric_audio_event_alignment, metric_identity_continuity on paired seeds and retain per-seed outcomes.","[""metric_role_assignment_accuracy"",""metric_lip_sync_offset"",""metric_audio_event_alignment"",""metric_identity_continuity""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B015"",""B022"",""B023"",""B024""]",literature-and-repository-grounded; live provider qualification pending
D01,failure://spatial and screen geography/screen_world_actor_direction_confusion/d01,Spatial and screen geography,Screen/world/actor direction confusion,high,preventable_by_prompting,1,L0,wording repair,"Qualify every direction with its coordinate frame and subject: screen-left, actor's anatomical left, camera yaw left, or world-west.",Eliminates a common lexical ambiguity at negligible cost.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_screen_direction_consistency, metric_spatial_relation_accuracy, metric_camera_motion_agreement on paired seeds and retain per-seed outcomes.","[""metric_screen_direction_consistency"",""metric_spatial_relation_accuracy"",""metric_camera_motion_agreement""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B002"",""R005"",""R006""]",literature-and-repository-grounded; live provider qualification pending
D01,failure://spatial and screen geography/screen_world_actor_direction_confusion/d01,Spatial and screen geography,Screen/world/actor direction confusion,high,preventable_by_prompting,2,L2,canonical event/state contract,"Compile a Spatial State Transition Contract with coordinate-frame IDs, transforms, source/target regions, and expected signed displacement.",Makes direction survival through camera and actor orientation changes explicit.,low,one additional candidate,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_screen_direction_consistency, metric_spatial_relation_accuracy, metric_camera_motion_agreement on paired seeds and retain per-seed outcomes.","[""metric_screen_direction_consistency"",""metric_spatial_relation_accuracy"",""metric_camera_motion_agreement""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B002"",""R005"",""R006""]",literature-and-repository-grounded; live provider qualification pending
D01,failure://spatial and screen geography/screen_world_actor_direction_confusion/d01,Spatial and screen geography,Screen/world/actor direction confusion,high,preventable_by_prompting,3,L3,reference image or storyboard,Use a labeled storyboard or start/end frames showing screen lanes and facing direction.,Provides direct geometric anchors when text is insufficient.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_screen_direction_consistency, metric_spatial_relation_accuracy, metric_camera_motion_agreement on paired seeds and retain per-seed outcomes.","[""metric_screen_direction_consistency"",""metric_spatial_relation_accuracy"",""metric_camera_motion_agreement""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B002"",""R005"",""R006""]",literature-and-repository-grounded; live provider qualification pending
D02,failure://spatial and screen geography/depth_order_inversion/d02,Spatial and screen geography,Depth-order inversion,high,requires_visual_or_control_conditioning,1,L2,canonical event/state contract,"Encode ordered depth lanes, containment relationships, and permitted occlusion ownership per beat.",Turns depth into explicit pairwise relations rather than inferred composition.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_depth_order_accuracy, metric_spatial_relation_accuracy, metric_penetration_duration on paired seeds and retain per-seed outcomes.","[""metric_depth_order_accuracy"",""metric_spatial_relation_accuracy"",""metric_penetration_duration""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B002"",""B013"",""B016"",""B018""]",literature-and-repository-grounded; live provider qualification pending
D02,failure://spatial and screen geography/depth_order_inversion/d02,Spatial and screen geography,Depth-order inversion,high,requires_visual_or_control_conditioning,2,L4,"pose, mask, depth, trajectory, or control video","Provide depth maps, masks, or a storyboard with clear parallax/overlap cues.",Carries depth ordering through visual control.,low prompt cost; medium asset preparation cost,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_depth_order_accuracy, metric_spatial_relation_accuracy, metric_penetration_duration on paired seeds and retain per-seed outcomes.","[""metric_depth_order_accuracy"",""metric_spatial_relation_accuracy"",""metric_penetration_duration""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B002"",""B013"",""B016"",""B018""]",literature-and-repository-grounded; live provider qualification pending
D02,failure://spatial and screen geography/depth_order_inversion/d02,Spatial and screen geography,Depth-order inversion,high,requires_visual_or_control_conditioning,3,L5,shot decomposition,Choose a camera angle with readable silhouettes and unambiguous depth rather than solving the same action under flat overlap.,Redesigns the shot to reduce ambiguity.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_depth_order_accuracy, metric_spatial_relation_accuracy, metric_penetration_duration on paired seeds and retain per-seed outcomes.","[""metric_depth_order_accuracy"",""metric_spatial_relation_accuracy"",""metric_penetration_duration""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B002"",""B013"",""B016"",""B018""]",literature-and-repository-grounded; live provider qualification pending
D03,failure://spatial and screen geography/axis_reversal_after_cut_or_orbit/d03,Spatial and screen geography,Axis reversal after cut or orbit,high,partially_mitigated_by_prompting,1,L2,canonical event/state contract,"Declare axis, camera side, actor world positions, screen-side policy, and whether an axis crossing is allowed at each shot transition.",Makes the continuity rule explicit across edits and camera motion.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_axis_crossing_count, metric_screen_direction_consistency, metric_spatial_relation_accuracy, metric_edit_graphic_classification on paired seeds and retain per-seed outcomes.","[""metric_axis_crossing_count"",""metric_screen_direction_consistency"",""metric_spatial_relation_accuracy"",""metric_edit_graphic_classification""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B002"",""R004"",""R006""]",literature-and-repository-grounded; live provider qualification pending
D03,failure://spatial and screen geography/axis_reversal_after_cut_or_orbit/d03,Spatial and screen geography,Axis reversal after cut or orbit,high,partially_mitigated_by_prompting,2,L3,reference image or storyboard,Provide shot panels or first/last frames for each side of the edit with labeled actor IDs.,Anchors screen geography around the discontinuity.,low prompt cost; medium asset preparation cost,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_axis_crossing_count, metric_screen_direction_consistency, metric_spatial_relation_accuracy, metric_edit_graphic_classification on paired seeds and retain per-seed outcomes.","[""metric_axis_crossing_count"",""metric_screen_direction_consistency"",""metric_spatial_relation_accuracy"",""metric_edit_graphic_classification""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B002"",""R004"",""R006""]",literature-and-repository-grounded; live provider qualification pending
D03,failure://spatial and screen geography/axis_reversal_after_cut_or_orbit/d03,Spatial and screen geography,Axis reversal after cut or orbit,high,partially_mitigated_by_prompting,3,L5,shot decomposition,Split camera orbit and complex action; use a neutral bridge shot when intentionally crossing the axis.,Prevents a single sample from resolving camera transform and choreography simultaneously.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_axis_crossing_count, metric_screen_direction_consistency, metric_spatial_relation_accuracy, metric_edit_graphic_classification on paired seeds and retain per-seed outcomes.","[""metric_axis_crossing_count"",""metric_screen_direction_consistency"",""metric_spatial_relation_accuracy"",""metric_edit_graphic_classification""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B002"",""R004"",""R006""]",literature-and-repository-grounded; live provider qualification pending
D04,failure://spatial and screen geography/entrance_exit_and_off_screen_continuity_mismatch/d04,Spatial and screen geography,Entrance/exit and off-screen continuity mismatch,high,requires_visual_or_control_conditioning,1,L2,canonical event/state contract,"Record exit edge, world destination, off-screen path, elapsed time, next entrance edge, and scene-layout constraints in the transition contract.",Links two visible states with an explicit off-screen trajectory.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_reappearance_position_error, metric_spatial_relation_accuracy, metric_event_graph_agreement on paired seeds and retain per-seed outcomes.","[""metric_reappearance_position_error"",""metric_spatial_relation_accuracy"",""metric_event_graph_agreement""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B012"",""B014"",""B015"",""B017""]",literature-and-repository-grounded; live provider qualification pending
D04,failure://spatial and screen geography/entrance_exit_and_off_screen_continuity_mismatch/d04,Spatial and screen geography,Entrance/exit and off-screen continuity mismatch,high,requires_visual_or_control_conditioning,2,L3,reference image or storyboard,Use a scene map/storyboard and boundary keyframes for both shots.,Provides consistent geography across separate generation calls.,low prompt cost; medium asset preparation cost,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_reappearance_position_error, metric_spatial_relation_accuracy, metric_event_graph_agreement on paired seeds and retain per-seed outcomes.","[""metric_reappearance_position_error"",""metric_spatial_relation_accuracy"",""metric_event_graph_agreement""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B012"",""B014"",""B015"",""B017""]",literature-and-repository-grounded; live provider qualification pending
D04,failure://spatial and screen geography/entrance_exit_and_off_screen_continuity_mismatch/d04,Spatial and screen geography,Entrance/exit and off-screen continuity mismatch,high,requires_visual_or_control_conditioning,3,L5,shot decomposition,Insert an establishing/bridge shot or avoid unsupported off-screen traversal.,Restores observable continuity and reduces hidden-state inference.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_reappearance_position_error, metric_spatial_relation_accuracy, metric_event_graph_agreement on paired seeds and retain per-seed outcomes.","[""metric_reappearance_position_error"",""metric_spatial_relation_accuracy"",""metric_event_graph_agreement""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B012"",""B014"",""B015"",""B017""]",literature-and-repository-grounded; live provider qualification pending
D05,failure://spatial and screen geography/actor_distance_drift/d05,Spatial and screen geography,Actor-distance drift,high,requires_visual_or_control_conditioning,1,L2,canonical event/state contract,Separate world-space actor distance from projected screen distance; specify approach/retreat events and distance bands per beat.,Prevents camera framing changes from substituting for locomotion.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_contact_distance, metric_spatial_relation_accuracy, metric_camera_motion_agreement, metric_camera_actor_entanglement on paired seeds and retain per-seed outcomes.","[""metric_contact_distance"",""metric_spatial_relation_accuracy"",""metric_camera_motion_agreement"",""metric_camera_actor_entanglement""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B002"",""B004"",""B021""]",literature-and-repository-grounded; live provider qualification pending
D05,failure://spatial and screen geography/actor_distance_drift/d05,Spatial and screen geography,Actor-distance drift,high,requires_visual_or_control_conditioning,2,L4,"pose, mask, depth, trajectory, or control video","Use pose/root trajectories, depth control, or start/end keyframes with calibrated scale.",Constrains actual staging rather than appearance alone.,low prompt cost; medium asset preparation cost,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_contact_distance, metric_spatial_relation_accuracy, metric_camera_motion_agreement, metric_camera_actor_entanglement on paired seeds and retain per-seed outcomes.","[""metric_contact_distance"",""metric_spatial_relation_accuracy"",""metric_camera_motion_agreement"",""metric_camera_actor_entanglement""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B002"",""B004"",""B021""]",literature-and-repository-grounded; live provider qualification pending
D05,failure://spatial and screen geography/actor_distance_drift/d05,Spatial and screen geography,Actor-distance drift,high,requires_visual_or_control_conditioning,3,L5,shot decomposition,Separate camera move from actor approach or use a cut at a stable distance state.,Reduces entanglement between projection and world motion.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_contact_distance, metric_spatial_relation_accuracy, metric_camera_motion_agreement, metric_camera_actor_entanglement on paired seeds and retain per-seed outcomes.","[""metric_contact_distance"",""metric_spatial_relation_accuracy"",""metric_camera_motion_agreement"",""metric_camera_actor_entanglement""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B002"",""B004"",""B021""]",literature-and-repository-grounded; live provider qualification pending
D06,failure://spatial and screen geography/target_region_miss/d06,Spatial and screen geography,Target-region miss,high,requires_visual_or_control_conditioning,1,L2,canonical event/state contract,"Attach a typed target region, allowed error band, contact/arrival frame, and consequence origin to the event edge.",Makes local geometry part of the canonical target.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_contact_distance, metric_effect_origin_error, metric_role_assignment_accuracy, metric_spatial_relation_accuracy on paired seeds and retain per-seed outcomes.","[""metric_contact_distance"",""metric_effect_origin_error"",""metric_role_assignment_accuracy"",""metric_spatial_relation_accuracy""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B002"",""B004"",""B005"",""B017""]",literature-and-repository-grounded; live provider qualification pending
D06,failure://spatial and screen geography/target_region_miss/d06,Spatial and screen geography,Target-region miss,high,requires_visual_or_control_conditioning,2,L4,"pose, mask, depth, trajectory, or control video","Use target masks, pose keypoints, trajectory guides, or a storyboard close-up.",Constrains the precise region directly.,low prompt cost; medium asset preparation cost,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_contact_distance, metric_effect_origin_error, metric_role_assignment_accuracy, metric_spatial_relation_accuracy on paired seeds and retain per-seed outcomes.","[""metric_contact_distance"",""metric_effect_origin_error"",""metric_role_assignment_accuracy"",""metric_spatial_relation_accuracy""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B002"",""B004"",""B005"",""B017""]",literature-and-repository-grounded; live provider qualification pending
D06,failure://spatial and screen geography/target_region_miss/d06,Spatial and screen geography,Target-region miss,high,requires_visual_or_control_conditioning,3,L5,shot decomposition,Use a camera-cheated near-contact or insert shot rather than demanding exact full-body interaction.,Improves readability and localizes the geometric problem.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_contact_distance, metric_effect_origin_error, metric_role_assignment_accuracy, metric_spatial_relation_accuracy on paired seeds and retain per-seed outcomes.","[""metric_contact_distance"",""metric_effect_origin_error"",""metric_role_assignment_accuracy"",""metric_spatial_relation_accuracy""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B002"",""B004"",""B005"",""B017""]",literature-and-repository-grounded; live provider qualification pending
E01,failure://temporal action and causality/action_omission/e01,Temporal action and causality,Action omission,high,requires_shot_decomposition,1,L2,canonical event/state contract,"Compile an ordered event graph with criticality, dependencies, minimum visible setup/apex/recovery windows, and a duration-feasibility check.",Makes omission detectable before and after generation.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_event_graph_agreement, metric_temporal_event_error, metric_human_readability on paired seeds and retain per-seed outcomes.","[""metric_event_graph_agreement"",""metric_temporal_event_error"",""metric_human_readability""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B003"",""B010"",""B017""]",literature-and-repository-grounded; live provider qualification pending
E01,failure://temporal action and causality/action_omission/e01,Temporal action and causality,Action omission,high,requires_shot_decomposition,2,L5,shot decomposition,Split the sequence at stable state boundaries when all critical events cannot receive observable time.,Reduces event competition and gives every action a complete visual interval.,low,additional asset preparation and/or multiple generated clips,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_event_graph_agreement, metric_temporal_event_error, metric_human_readability on paired seeds and retain per-seed outcomes.","[""metric_event_graph_agreement"",""metric_temporal_event_error"",""metric_human_readability""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B003"",""B010"",""B017""]",literature-and-repository-grounded; live provider qualification pending
E01,failure://temporal action and causality/action_omission/e01,Temporal action and causality,Action omission,high,requires_shot_decomposition,3,L7,regenerate only the failing interval,Regenerate only the missing event interval using accepted boundary frames.,Adds the omitted event without resampling the full sequence.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_event_graph_agreement, metric_temporal_event_error, metric_human_readability on paired seeds and retain per-seed outcomes.","[""metric_event_graph_agreement"",""metric_temporal_event_error"",""metric_human_readability""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B003"",""B010"",""B017""]",literature-and-repository-grounded; live provider qualification pending
E02,failure://temporal action and causality/action_merge_or_compression/e02,Temporal action and causality,Action merge or compression,high,partially_mitigated_by_prompting,1,L1,structured prompt repair,"Rewrite compressed nouns into ordered, single-subject clauses with explicit 'only after' dependencies.",Improves semantic separation without adding a new control carrier.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_event_graph_agreement, metric_temporal_event_error, metric_causal_edge_accuracy on paired seeds and retain per-seed outcomes.","[""metric_event_graph_agreement"",""metric_temporal_event_error"",""metric_causal_edge_accuracy""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B003"",""B004"",""B005"",""B017""]",literature-and-repository-grounded; live provider qualification pending
E02,failure://temporal action and causality/action_merge_or_compression/e02,Temporal action and causality,Action merge or compression,high,partially_mitigated_by_prompting,2,L2,canonical event/state contract,"Represent each event as a node with onset, apex, end, initiator, target, precondition, postcondition, and causal edges.",Prevents the canonical plan from accepting a merged event as equivalent.,low,one additional candidate,"Can introduce boundary, compositing, reference-transfer, or motion-stiffness artifacts; verify all preserved controls.",provider capability and adapter dependent,mechanistically strong control escalation; exact benefit requires live provider tests,"Re-run metric_event_graph_agreement, metric_temporal_event_error, metric_causal_edge_accuracy on paired seeds and retain per-seed outcomes.","[""metric_event_graph_agreement"",""metric_temporal_event_error"",""metric_causal_edge_accuracy""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B003"",""B004"",""B005"",""B017""]",literature-and-repository-grounded; live provider qualification pending
E02,failure://temporal action and causality/action_merge_or_compression/e02,Temporal action and causality,Action merge or compression,high,partially_mitigated_by_prompting,3,L5,shot decomposition,Allocate separate shots or clips to dependent events that remain merged under repeated seeds.,Forces visual separation through production structure.,minimal prompt cost; workflow cost may be high,"localized regeneration, substitution, or postproduction","May change style, timing, or already-passing regions; full regression verification required.",provider capability and adapter dependent,fallback intervention; use only after the lower level fails its paired-seed gate,"Re-run metric_event_graph_agreement, metric_temporal_event_error, metric_causal_edge_accuracy on paired seeds and retain per-seed outcomes.","[""metric_event_graph_agreement"",""metric_temporal_event_error"",""metric_causal_edge_accuracy""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B003"",""B004"",""B005"",""B017""]",literature-and-repository-grounded; live provider qualification pending
E03,failure://temporal action and causality/action_repetition_or_invented_filler/e03,Temporal action and causality,Action repetition or invented filler,high,partially_mitigated_by_prompting,1,L2,canonical event/state contract,"Specify allowed event set, forbidden event classes, terminal state, and explicit hold/settle behavior for remaining duration.",Closes the unused-time gap without relying on an open-ended negative prompt.,low-to-medium,none-to-one additional candidate,May dilute other controls if added without compression.,provider capability and adapter dependent,moderate-to-strong where supported by cited benchmark/control literature; provider-specific effect size unqualified,"Re-run metric_event_graph_agreement, metric_temporal_event_error, metric_control_retention on paired seeds and retain per-seed outcomes.","[""metric_event_graph_agreement"",""metric_temporal_event_error"",""metric_control_retention""]",Restore the prior canonical score/build and preserve the failed candidate as immutable evidence.,"[""No intervention guarantees compliance on stochastic generators.""]","[""B003"",""B010"",""B017""]",literature-and-repository-grounded; live provider qualification pending
