claim_id,claim,claim_status,claim_scope,claim_confidence,cpcs_implication,source_id,source_title,source_evidence_class,source_url,source_limitations
C027,Negative prompts should not replace positive state/count/causal contracts; negative-field behavior is provider-specific and must be tested.,partially verified,interface_and_control_inference,medium-high,Compile positive invariants first and retain prohibitions in verification.,R005,CPCS format control map,controlled_repository_observation,https://github.com/Kingsley-Cyber/ai-video-movement-prompt-system/blob/eb0fc359de4bb61075db49ca0dad08d4d6ed5114/lab/FORMAT_CONTROL_MAP.md,Does not prove provider-side structured-format superiority.
C028,Exact numbers embedded in prose are not direct controls unless the provider documents and exposes the corresponding parameter or control carrier.,supported,interface conclusion,high,"Every numeric control needs a capability disposition: direct, media-carried, text approximation, evaluation-only, or unsupported.",R004,CPCS control surface,controlled_repository_observation,https://github.com/Kingsley-Cyber/ai-video-movement-prompt-system/blob/eb0fc359de4bb61075db49ca0dad08d4d6ed5114/lab/CONTROL_SURFACE.md,Several statements are research hypotheses pending verification.
C028,Exact numbers embedded in prose are not direct controls unless the provider documents and exposes the corresponding parameter or control carrier.,supported,interface conclusion,high,"Every numeric control needs a capability disposition: direct, media-carried, text approximation, evaluation-only, or unsupported.",R005,CPCS format control map,controlled_repository_observation,https://github.com/Kingsley-Cyber/ai-video-movement-prompt-system/blob/eb0fc359de4bb61075db49ca0dad08d4d6ed5114/lab/FORMAT_CONTROL_MAP.md,Does not prove provider-side structured-format superiority.
C028,Exact numbers embedded in prose are not direct controls unless the provider documents and exposes the corresponding parameter or control carrier.,supported,interface conclusion,high,"Every numeric control needs a capability disposition: direct, media-carried, text approximation, evaluation-only, or unsupported.",R007,Provider capability schema 1.0,controlled_repository_observation,https://github.com/Kingsley-Cyber/ai-video-movement-prompt-system/blob/eb0fc359de4bb61075db49ca0dad08d4d6ed5114/lab/compiler/schemas/provider_capability.schema.json,Not yet a universal multi-provider capability contract.
C028,Exact numbers embedded in prose are not direct controls unless the provider documents and exposes the corresponding parameter or control carrier.,supported,interface conclusion,high,"Every numeric control needs a capability disposition: direct, media-carried, text approximation, evaluation-only, or unsupported.",M002,Runway API reference,officially_documented_capability,https://docs.dev.runwayml.com/api/,Runway can expose third-party models; adapter behavior may differ from original providers.
C028,Exact numbers embedded in prose are not direct controls unless the provider documents and exposes the corresponding parameter or control carrier.,supported,interface conclusion,high,"Every numeric control needs a capability disposition: direct, media-carried, text approximation, evaluation-only, or unsupported.",M007,MiniMax text-to-video API,officially_documented_capability,https://platform.minimax.io/docs/api-reference/video-generation-t2v,Camera command support does not guarantee exact choreography.
C029,"Failed samples, prompts, seeds/configurations, provider versions, raw videos, evaluator versions, and human verdicts are required evidence; selected showcase clips cannot establish reliability.",supported,methodological conclusion,high,Write immutable experiment bundles and rebuild derived knowledge from them.,B007,Physics-IQ Verified,benchmark_audit,https://arxiv.org/abs/2606.18943,Recent preprint; not yet peer reviewed at access date.
C029,"Failed samples, prompts, seeds/configurations, provider versions, raw videos, evaluator versions, and human verdicts are required evidence; selected showcase clips cannot establish reliability.",supported,methodological conclusion,high,Write immutable experiment bundles and rebuild derived knowledge from them.,B008,VideoScore,benchmark_result,https://github.com/TIGER-AI-Lab/VideoScore,"Domain shift, fast events, and unseen artifact classes remain risks."
C029,"Failed samples, prompts, seeds/configurations, provider versions, raw videos, evaluator versions, and human verdicts are required evidence; selected showcase clips cannot establish reliability.",supported,methodological conclusion,high,Write immutable experiment bundles and rebuild derived knowledge from them.,B009,EvalCrafter,benchmark_result,https://github.com/evalcrafter/EvalCrafter,Multiple metrics do not eliminate correlated evaluator failure.
C029,"Failed samples, prompts, seeds/configurations, provider versions, raw videos, evaluator versions, and human verdicts are required evidence; selected showcase clips cannot establish reliability.",supported,methodological conclusion,high,Write immutable experiment bundles and rebuild derived knowledge from them.,R003,Lab governance,controlled_repository_observation,https://github.com/Kingsley-Cyber/ai-video-movement-prompt-system/blob/eb0fc359de4bb61075db49ca0dad08d4d6ed5114/lab/AGENTS.md,Policy only.
C029,"Failed samples, prompts, seeds/configurations, provider versions, raw videos, evaluator versions, and human verdicts are required evidence; selected showcase clips cannot establish reliability.",supported,methodological conclusion,high,Write immutable experiment bundles and rebuild derived knowledge from them.,R010,Second-brain governance,controlled_repository_observation,https://github.com/Kingsley-Cyber/ai-video-movement-prompt-system/blob/eb0fc359de4bb61075db49ca0dad08d4d6ed5114/lab/second_brain/AGENTS.md,Research proposals cannot promote themselves into production authority.
C031,"For exact contact, collision, fluid, debris, or body-support behavior, postproduction or simulation may be the lowest-risk solution even when a generator can produce a plausible-looking result.",supported,evidence-backed production inference,high,"The compiler should choose production method, not only prompt wording.",B004,VideoPhy-2,benchmark_result,https://research.google/pubs/videophy-2-a-challenging-action-centric-physical-commonsense-evaluation-in-video-generation/,"Results apply to evaluated versions and prompts, not every current provider release."
C031,"For exact contact, collision, fluid, debris, or body-support behavior, postproduction or simulation may be the lowest-risk solution even when a generator can produce a plausible-looking result.",supported,evidence-backed production inference,high,"The compiler should choose production method, not only prompt wording.",B005,PhyGenBench,benchmark_result,https://github.com/OpenGVLab/PhyGenBench,Automated hierarchical evaluation still needs human calibration.
C031,"For exact contact, collision, fluid, debris, or body-support behavior, postproduction or simulation may be the lowest-risk solution even when a generator can produce a plausible-looking result.",supported,evidence-backed production inference,high,"The compiler should choose production method, not only prompt wording.",B006,WorldModelBench,benchmark_result,https://github.com/WorldModelBench-Team/WorldModelBench,Judge-based results inherit the judge's model and training distribution.
C031,"For exact contact, collision, fluid, debris, or body-support behavior, postproduction or simulation may be the lowest-risk solution even when a generator can produce a plausible-looking result.",supported,evidence-backed production inference,high,"The compiler should choose production method, not only prompt wording.",B026,CRONOS,benchmark_result,https://genintel.github.io/CRONOS/,Controlled simulated setting may not predict cinematic model behavior exactly.
C032,A successful result under one seed does not establish a control rule; repeated seeds and paired conditions are required to estimate success distributions and regressions.,supported,experimental-design conclusion,high,Use screening and confirmatory stages with immutable per-seed evidence.,R003,Lab governance,controlled_repository_observation,https://github.com/Kingsley-Cyber/ai-video-movement-prompt-system/blob/eb0fc359de4bb61075db49ca0dad08d4d6ed5114/lab/AGENTS.md,Policy only.
C032,A successful result under one seed does not establish a control rule; repeated seeds and paired conditions are required to estimate success distributions and regressions.,supported,experimental-design conclusion,high,Use screening and confirmatory stages with immutable per-seed evidence.,B007,Physics-IQ Verified,benchmark_audit,https://arxiv.org/abs/2606.18943,Recent preprint; not yet peer reviewed at access date.
C032,A successful result under one seed does not establish a control rule; repeated seeds and paired conditions are required to estimate success distributions and regressions.,supported,experimental-design conclusion,high,Use screening and confirmatory stages with immutable per-seed evidence.,B008,VideoScore,benchmark_result,https://github.com/TIGER-AI-Lab/VideoScore,"Domain shift, fast events, and unseen artifact classes remain risks."
C032,A successful result under one seed does not establish a control rule; repeated seeds and paired conditions are required to estimate success distributions and regressions.,supported,experimental-design conclusion,high,Use screening and confirmatory stages with immutable per-seed evidence.,B009,EvalCrafter,benchmark_result,https://github.com/evalcrafter/EvalCrafter,Multiple metrics do not eliminate correlated evaluator failure.
C033,"Reference capability is not equivalent to reference adherence: image/video/keyframe support must be version-scoped and empirically tested for identity, layout, motion, and role retention separately.",supported,capability/reliability distinction,high,Provider profiles must separate documented carrier availability from measured success distributions.,M001,Generate videos with Veo using first and last frames,officially_documented_capability,https://docs.cloud.google.com/vertex-ai/generative-ai/docs/video/generate-videos-from-first-and-last-frames,Capability documentation does not establish adherence reliability.
C033,"Reference capability is not equivalent to reference adherence: image/video/keyframe support must be version-scoped and empirically tested for identity, layout, motion, and role retention separately.",supported,capability/reliability distinction,high,Provider profiles must separate documented carrier availability from measured success distributions.,M004,Seedance 2.0 official launch,officially_documented_capability,https://seed.bytedance.com/blog/seedance-2-0-official-launch,Internal benchmark and marketing claims are not independent reliability evidence.
C033,"Reference capability is not equivalent to reference adherence: image/video/keyframe support must be version-scoped and empirically tested for identity, layout, motion, and role retention separately.",supported,capability/reliability distinction,high,Provider profiles must separate documented carrier availability from measured success distributions.,M005,Kling VIDEO 3.0 model user guide,officially_documented_capability,https://app.klingai.com/cn/quickstart/klingai-video-3-model-user-guide,Official guide contains promotional quality statements; only interface claims are used as capability evidence.
C033,"Reference capability is not equivalent to reference adherence: image/video/keyframe support must be version-scoped and empirically tested for identity, layout, motion, and role retention separately.",supported,capability/reliability distinction,high,Provider profiles must separate documented carrier availability from measured success distributions.,M008,LTX-Video/LTX-2 official repository,officially_documented_capability,https://github.com/Lightricks/LTX-Video,Repository claims and demos are not independent reliability measurements.
C033,"Reference capability is not equivalent to reference adherence: image/video/keyframe support must be version-scoped and empirically tested for identity, layout, motion, and role retention separately.",supported,capability/reliability distinction,high,Provider profiles must separate documented carrier availability from measured success distributions.,M009,Wan2.2 official repository,officially_documented_capability,https://github.com/Wan-Video/Wan2.2,"Open-model performance depends on checkpoint, sampler, hardware, and configuration."
C034,"Local repair must reverify the entire set of protected controls because interval regeneration, inpainting, compositing, or provider substitution can regress identity, style, timing, and camera continuity outside the primary failure dimension.",supported,system-design conclusion,high,Preserve control IDs and run full regression verification after every repair.,R009,Compliance report schema 1.0,controlled_repository_observation,https://github.com/Kingsley-Cyber/ai-video-movement-prompt-system/blob/eb0fc359de4bb61075db49ca0dad08d4d6ed5114/lab/verification/schemas/compliance_report.schema.json,Does not yet define the failure taxonomy or metric catalog in this package.
C034,"Local repair must reverify the entire set of protected controls because interval regeneration, inpainting, compositing, or provider substitution can regress identity, style, timing, and camera continuity outside the primary failure dimension.",supported,system-design conclusion,high,Preserve control IDs and run full regression verification after every repair.,B008,VideoScore,benchmark_result,https://github.com/TIGER-AI-Lab/VideoScore,"Domain shift, fast events, and unseen artifact classes remain risks."
C034,"Local repair must reverify the entire set of protected controls because interval regeneration, inpainting, compositing, or provider substitution can regress identity, style, timing, and camera continuity outside the primary failure dimension.",supported,system-design conclusion,high,Preserve control IDs and run full regression verification after every repair.,B009,EvalCrafter,benchmark_result,https://github.com/evalcrafter/EvalCrafter,Multiple metrics do not eliminate correlated evaluator failure.
C035,The safest closed-loop policy is canonical target → provider compile/loss report → generation → multi-lane re-extraction → failure classification → smallest bounded repair → full re-verification → immutable experiment record.,research conclusion,repository-and-evidence synthesis,high,Adopt this as the single failure-aware control loop.,R002,CPCS architecture,controlled_repository_observation,https://github.com/Kingsley-Cyber/ai-video-movement-prompt-system/blob/eb0fc359de4bb61075db49ca0dad08d4d6ed5114/ARCHITECTURE.md,Architecture may exceed currently qualified runtime behavior.
C035,The safest closed-loop policy is canonical target → provider compile/loss report → generation → multi-lane re-extraction → failure classification → smallest bounded repair → full re-verification → immutable experiment record.,research conclusion,repository-and-evidence synthesis,high,Adopt this as the single failure-aware control loop.,R008,Verification plan schema 1.0,controlled_repository_observation,https://github.com/Kingsley-Cyber/ai-video-movement-prompt-system/blob/eb0fc359de4bb61075db49ca0dad08d4d6ed5114/lab/compiler/schemas/verification_plan.schema.json,Current artifact checks are basic media properties; failure-specific metrics require extension.
C035,The safest closed-loop policy is canonical target → provider compile/loss report → generation → multi-lane re-extraction → failure classification → smallest bounded repair → full re-verification → immutable experiment record.,research conclusion,repository-and-evidence synthesis,high,Adopt this as the single failure-aware control loop.,R009,Compliance report schema 1.0,controlled_repository_observation,https://github.com/Kingsley-Cyber/ai-video-movement-prompt-system/blob/eb0fc359de4bb61075db49ca0dad08d4d6ed5114/lab/verification/schemas/compliance_report.schema.json,Does not yet define the failure taxonomy or metric catalog in this package.
C035,The safest closed-loop policy is canonical target → provider compile/loss report → generation → multi-lane re-extraction → failure classification → smallest bounded repair → full re-verification → immutable experiment record.,research conclusion,repository-and-evidence synthesis,high,Adopt this as the single failure-aware control loop.,R010,Second-brain governance,controlled_repository_observation,https://github.com/Kingsley-Cyber/ai-video-movement-prompt-system/blob/eb0fc359de4bb61075db49ca0dad08d4d6ed5114/lab/second_brain/AGENTS.md,Research proposals cannot promote themselves into production authority.
